lemma	pos	corpus_frequency	spoken_frequency	written_frequency	literature	meb	saha	tubitak	video	class	subclass	num_docs	mps	cd	pmw	zipf	length	sc
kumpas	NOUN	13	2	11	3	0	0	8	2	Other	other	5	7	0.001621271077	1.580084518	3.230865001	6	2
kumpir	NOUN	624	623	1	1	0	0	0	623	Food & Nutrition	dishes	129	11	0.04182879377	75.84405684	4.880616983	6	2
kumral	NOUN	23	7	16	15	1	6	0	1	Personality, Values & Behavior	appearance	20	4	0.006485084306	2.795534146	3.464948207	6	2
kumru	NOUN	95	10	85	11	3	1	71	9	Nature & Living Things	animals	35	13	0.01134889754	11.54677147	4.067008198	5	2
kumsal	NOUN	151	24	127	51	14	2	62	22	Earth, Geography & Natural Phenomena	sea	69	21	0.02237354086	18.3532894	4.266580553	6	2
Kumuk	PROPN	1	0	1	1	0	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
kumul	NOUN	84	0	84	5	0	0	79	0	Earth, Geography & Natural Phenomena	geographical features	19	12	0.006160830091	10.20977688	4.014155891	5	2
Kumul	PROPN	14	0	14	14	0	0	0	0	Other	other	3	1	0.0009727626459	1.70162948	3.260828224	5	2
kundak	NOUN	23	4	19	13	4	0	2	4	Other	other	16	7	0.005188067445	2.795534146	3.464948207	6	2
kundaklamak	VERB	3	1	2	1	0	0	1	1	Violence & Conflict	violence	3	3	0.0009727626459	0.3646348887	2.686796957	11	4
kundaklı	ADJ	1	0	1	1	0	0	0	0	Personal Care & Consumer Life	clothing	1	1	0.0003242542153	0.1215449629	2.385766961	8	3
kundura	NOUN	5	1	4	2	2	0	0	1	Personal Care & Consumer Life	footwear	4	4	0.001297016861	0.6077248144	2.862888216	7	3
kunduracı	NOUN	2	0	2	2	0	0	0	0	Work & Economy	occupations	2	2	0.0006485084306	0.2430899258	2.56185822	9	4
kunduz	NOUN	109	22	87	7	5	0	75	22	Nature & Living Things	animals	41	14	0.01329442283	13.24840095	4.126129651	6	2
kungfu	NOUN	5	5	0	0	0	0	0	5	Sports, Games & Recreation	sports	3	1	0.0009727626459	0.6077248144	2.862888216	6	2
kunt	ADJ	3	0	3	0	0	0	3	0	Personality, Values & Behavior	appearance	3	1	0.0009727626459	0.3646348887	2.686796957	4	1
kup	NOUN	13	9	4	4	0	0	0	9	Home & Domestic Life	kitchen utensils	9	4	0.002918287938	1.580084518	3.230865001	3	1
kupa	NOUN	460	363	97	38	19	0	40	363	Other	other	119	43	0.03858625162	55.91068293	4.748437891	4	2
kupkuru	ADJ	3	0	3	1	0	0	2	0	Personality, Values & Behavior	appearance	3	2	0.0009727626459	0.3646348887	2.686796957	7	3
kupon	NOUN	29	24	5	5	0	0	0	24	Personal Care & Consumer Life	shopping	14	8	0.004539559014	3.524803924	3.56185822	5	2
kupür	NOUN	18	0	18	13	5	0	0	0	Personal Care & Consumer Life	clothing	6	10	0.001945525292	2.187809332	3.363490566	5	2
kur	NOUN	46	0	46	34	12	0	0	0	Work & Economy	financial concepts	27	21	0.008754863813	5.591068293	3.756834823	3	1
Kur	PROPN	28	1	27	27	0	0	0	1	Other	other	11	4	0.003566796368	3.403258961	3.547134963	3	1
Kur'an	PROPN	89	33	56	52	4	1	0	32	Other	other	29	18	0.009403372244	10.8175017	4.038979475	6	2
kura	NOUN	113	27	86	17	29	3	40	24	Other	other	80	13	0.02594033722	13.73458081	4.141641817	4	2
kurabilmek	VERB	15	0	15	6	0	0	9	0	Emotions & Mental Processes	action	14	13	0.004539559014	1.823174443	3.288856948	10	4
kurabiye	NOUN	777	464	313	145	119	7	49	457	Food & Nutrition	food and drinks	210	41	0.06809338521	94.44043616	4.975716562	8	4
kurak	ADJ	282	60	222	45	28	0	149	60	Earth, Geography & Natural Phenomena	geographical features	147	15	0.04766536965	34.27567953	4.536523401	5	2
kuraklık	NOUN	18	1	17	4	1	0	12	1	Earth, Geography & Natural Phenomena	disasters	15	4	0.00486381323	2.187809332	3.363490566	8	3
kurakçıl	ADJ	6	0	6	1	0	0	5	0	Earth, Geography & Natural Phenomena	natural phenomena	3	1	0.0009727626459	0.7292697773	2.929835005	8	3
kural	NOUN	3894	862	3032	418	2200	73	414	789	Other	other	653	73	0.2117380026	473.2960855	5.675244427	5	2
kurallı	ADJ	117	0	117	3	114	0	0	0	Emotions & Mental Processes	general rules	25	1	0.008106355383	14.22076066	4.156618973	7	3
kuralsız	ADJ	8	6	2	1	1	0	0	6	Emotions & Mental Processes	general rules	3	3	0.0009727626459	0.9723597031	3.038979475	8	3
kuralsızlık	NOUN	1	1	0	0	0	0	0	1	Emotions & Mental Processes	general rules	1	1	0.0003242542153	0.1215449629	2.385766961	11	4
kuralı	NOUN	3	2	1	0	0	0	1	2	Other	other	3	3	0.0009727626459	0.3646348887	2.686796957	6	3
kuram	NOUN	117	2	115	2	2	0	111	2	Other	other	38	21	0.01232166018	14.22076066	4.156618973	5	2
kuramcı	NOUN	2	0	2	1	0	0	1	0	Science & Technology	scientific disciplines	2	2	0.0006485084306	0.2430899258	2.56185822	7	3
kuramsal	ADJ	11	2	9	0	0	0	9	2	Other	other	11	1	0.003566796368	1.336994592	3.163918211	8	3
kurb	NOUN	5	0	5	5	0	0	0	0	Other	other	1	1	0.0003242542153	0.6077248144	2.862888216	4	1
kurban	NOUN	481	308	173	68	103	223	2	85	History, Politics & Religion	religion	190	25	0.06160830091	58.46312715	4.767784004	6	2
kurbağa	NOUN	1047	248	799	244	83	1	472	247	Nature & Living Things	animals	242	45	0.0784695201	127.2575761	5.105098248	7	3
kurbağacık	NOUN	13	6	7	3	2	0	2	6	Objects, Tools & Physical Things	tools	12	4	0.003891050584	1.580084518	3.230865001	10	4
kurcalama	NOUN	2	2	0	0	0	0	0	2	Other	other	2	1	0.0006485084306	0.2430899258	2.56185822	9	4
kurcalamak	VERB	125	73	52	41	0	2	11	71	Other	other	97	43	0.03145265888	15.19312036	4.18510751	10	4
kurcalanmak	VERB	1	1	0	0	0	0	0	1	Personality, Values & Behavior	behavior	1	1	0.0003242542153	0.1215449629	2.385766961	11	4
kurdele	NOUN	171	37	134	47	60	0	27	37	Personal Care & Consumer Life	accessories	77	21	0.02496757458	20.78418865	4.320265412	7	3
kurdurmak	VERB	11	3	8	6	0	0	2	3	Emotions & Mental Processes	action	11	7	0.003566796368	1.336994592	3.163918211	9	3
kurdurtmak	VERB	2	0	2	2	0	0	0	0	Emotions & Mental Processes	action	1	1	0.0003242542153	0.2430899258	2.56185822	10	3
Kureyş	PROPN	23	4	19	14	5	0	0	4	Other	other	9	7	0.002918287938	2.795534146	3.464948207	6	2
Kureyşli	PROPN	7	0	7	3	4	0	0	0	Other	other	3	3	0.0009727626459	0.8508147402	2.987826952	8	3
kurgan	NOUN	2	0	2	2	0	0	0	0	History, Politics & Religion	historical sites	1	1	0.0003242542153	0.2430899258	2.56185822	6	2
kurgu	NOUN	157	21	136	55	15	2	66	19	Literature & Publishing	story	61	26	0.01977950713	19.08255917	4.283394052	5	2
kurgucu	NOUN	1	0	1	0	0	0	1	0	Work & Economy	occupations	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
kurgulamak	VERB	47	3	44	10	22	0	12	3	Literature & Publishing	story	26	25	0.008430609598	5.712613256	3.765978203	10	4
kurgusal	ADJ	1	0	1	1	0	0	0	0	Literature & Publishing	story	1	1	0.0003242542153	0.1215449629	2.385766961	8	3
kurma	NOUN	4	1	3	1	0	0	2	1	Emotions & Mental Processes	action	4	3	0.001297016861	0.4861798515	2.78370697	5	2
kurmaca	NOUN	1	0	1	0	0	0	1	0	Literature & Publishing	novel	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
kurmak	VERB	4910	1208	3702	1563	923	47	1216	1161	Emotions & Mental Processes	action	1174	330	0.3806744488	596.7857678	5.775906899	6	2
kurmay	NOUN	17	0	17	14	1	0	2	0	Work & Economy	duties	8	3	0.002594033722	2.066264369	3.34000947	6	2
kurna	NOUN	3	2	1	1	0	0	0	2	Personal Care & Consumer Life	hygiene products	3	2	0.0009727626459	0.3646348887	2.686796957	5	2
kurnaz	ADJ	78	28	50	39	5	1	6	27	Personality, Values & Behavior	personality	57	11	0.01848249027	9.480507105	3.982364057	6	2
kurnazca	ADV	6	2	4	4	0	0	0	2	Other	other	6	2	0.001945525292	0.7292697773	2.929835005	8	3
kurnazlık	NOUN	2	1	1	1	0	0	0	1	Personality, Values & Behavior	personality	2	2	0.0006485084306	0.2430899258	2.56185822	9	3
kurs	NOUN	349	99	250	63	144	21	43	78	Education & Language	lesson	137	27	0.0444228275	42.41919205	4.62880501	4	1
kursak	NOUN	35	12	23	16	0	0	7	12	Health & Medicine	body	28	14	0.009079118029	4.254073701	3.641039466	6	2
kursiyer	NOUN	13	0	13	0	13	0	0	0	Education & Language	school	1	4	0.0003242542153	1.580084518	3.230865001	8	3
kurt	NOUN	1039	379	660	416	32	12	212	367	Nature & Living Things	animals	362	46	0.1173800259	126.2852164	5.101770305	4	1
Kurt	PROPN	14	2	12	9	0	0	3	2	Other	other	10	6	0.003242542153	1.70162948	3.260828224	4	1
Kurtalan	PROPN	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	8	3
kurtarma	NOUN	9	4	5	2	3	0	0	4	Personality, Values & Behavior	helpfulness	8	3	0.002594033722	1.093904666	3.084736965	8	3
kurtarmak	VERB	3437	2251	1186	976	92	19	118	2232	Other	other	946	255	0.3067444877	417.7500374	5.621042838	9	3
kurtarıcı	NOUN	41	22	19	17	1	0	1	22	Personality, Values & Behavior	helpfulness	28	16	0.009079118029	4.983343478	3.707986256	9	4
kurtarılma	NOUN	1	0	1	0	1	0	0	0	Personality, Values & Behavior	helpfulness	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
kurtarış	NOUN	5	5	0	0	0	0	0	5	Personality, Values & Behavior	helpfulness	4	5	0.001297016861	0.6077248144	2.862888216	8	3
kurtbağrı	NOUN	1	0	1	1	0	0	0	0	Nature & Living Things	plants	1	1	0.0003242542153	0.1215449629	2.385766961	9	3
kurtboğan	NOUN	1	0	1	1	0	0	0	0	Nature & Living Things	plants	1	1	0.0003242542153	0.1215449629	2.385766961	9	3
kurtkıyan	NOUN	2	0	2	0	0	0	2	0	Nature & Living Things	animals	1	2	0.0003242542153	0.2430899258	2.56185822	9	3
kurtlanmak	VERB	3	1	2	1	0	0	1	1	Food & Nutrition	food and drinks	3	3	0.0009727626459	0.3646348887	2.686796957	10	3
kurtlu	ADJ	2	1	1	0	0	0	1	1	Food & Nutrition	food and drinks	2	1	0.0006485084306	0.2430899258	2.56185822	6	2
kurtulma	NOUN	2	0	2	2	0	0	0	0	Emotions & Mental Processes	action	1	1	0.0003242542153	0.2430899258	2.56185822	8	3
kurtulmak	VERB	2548	1265	1283	945	151	6	187	1259	Emotions & Mental Processes	action	874	263	0.2833981842	309.6965654	5.491106801	9	3
kurtuluş	NOUN	626	4	622	615	7	0	0	4	Other	other	38	10	0.01232166018	76.08714677	4.882004506	8	3
Kurtuluş	PROPN	1	0	1	0	0	0	1	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	8	3
kurtçuk	NOUN	39	11	28	5	3	0	20	11	Nature & Living Things	animals	23	8	0.007457846952	4.740253553	3.686796957	7	2
kuru	ADJ	872	260	612	253	93	19	266	241	Other	other	440	36	0.1426718547	105.9872076	5.025751209	4	2
kuru yemiş	NOUN	31	11	20	7	5	2	8	9	Food & Nutrition	food and drinks	29	8	0.009403372244	3.767893849	3.589886944	9	4
kuru yemişçi	NOUN	2	2	0	0	0	0	0	2	Work & Economy	occupations	2	2	0.0006485084306	0.2430899258	2.56185822	11	5
kurucu	NOUN	88	11	77	22	10	0	45	11	People & Relationships	responsibilities	66	9	0.02140077821	10.69595673	4.034126972	6	3
kurukafa	NOUN	10	1	9	4	0	0	5	1	Other	other	6	3	0.001945525292	1.215449629	3.126129651	8	4
kurul	NOUN	8	2	6	4	1	0	1	2	Work & Economy	duties	8	8	0.002594033722	0.9723597031	3.038979475	5	2
kurulamak	VERB	62	5	57	28	20	1	9	4	Other	other	51	34	0.01653696498	7.535787699	3.884077515	9	4
kurulanmak	VERB	9	6	3	0	1	0	2	6	Personal Care & Consumer Life	personal care and hygiene	8	9	0.002594033722	1.093904666	3.084736965	10	4
kurulmak	VERB	295	59	236	93	44	3	99	56	Other	other	206	102	0.06679636835	35.85576405	4.556028676	8	3
kurultay	NOUN	6	0	6	6	0	0	0	0	History, Politics & Religion	politics	2	3	0.0006485084306	0.7292697773	2.929835005	8	3
kurulu	ADJ	88	19	69	22	11	0	36	19	Other	other	74	3	0.02399481193	10.69595673	4.034126972	6	3
kuruluk	NOUN	2	0	2	0	0	0	2	0	Other	other	2	2	0.0006485084306	0.2430899258	2.56185822	7	3
kurulum	NOUN	25	7	18	0	5	0	13	7	Science & Technology	information technologies	18	7	0.005836575875	3.038624072	3.499710313	7	3
kuruluş	NOUN	369	9	360	27	217	2	116	7	Other	other	147	40	0.04766536965	44.8500913	4.652938689	7	3
kurum	NOUN	443	40	403	35	242	0	126	40	Places & Settlements	places	165	50	0.05350194553	53.84441856	4.732119935	5	2
kuruma	NOUN	3	1	2	0	1	0	1	1	Other	other	3	3	0.0009727626459	0.3646348887	2.686796957	6	3
kurumak	VERB	660	185	475	162	68	3	245	182	Other	other	350	98	0.1134889754	80.2196755	4.904938425	7	3
kurumlanmak	VERB	1	0	1	0	1	0	0	0	Personality, Values & Behavior	personality	1	1	0.0003242542153	0.1215449629	2.385766961	11	4
kurumlu	ADJ	2	0	2	2	0	0	0	0	Personality, Values & Behavior	personality	1	1	0.0003242542153	0.2430899258	2.56185822	7	3
kurumsal	ADJ	5	1	4	0	3	1	1	0	Other	other	5	1	0.001621271077	0.6077248144	2.862888216	8	3
kurumsallaşmak	VERB	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	14	5
kurumsallaştırmak	VERB	1	0	1	0	1	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	17	6
kuruntu	NOUN	9	3	6	5	0	0	1	3	Emotions & Mental Processes	emotions	8	3	0.002594033722	1.093904666	3.084736965	7	3
kurutmak	VERB	547	154	393	114	55	4	224	150	Other	other	230	61	0.07457846952	66.4850947	4.823517524	8	3
kurutucu	NOUN	8	1	7	6	0	0	1	1	Home & Domestic Life	home appliances	4	5	0.001297016861	0.9723597031	3.038979475	8	4
kurutulmak	VERB	7	0	7	3	0	0	4	0	Other	other	6	7	0.001945525292	0.8508147402	2.987826952	10	4
kuruyuvermek	VERB	2	0	2	2	0	0	0	0	Other	other	1	1	0.0003242542153	0.2430899258	2.56185822	12	5
kuruş	NOUN	448	65	383	86	266	0	31	65	Work & Economy	financial concepts	111	20	0.0359922179	54.45214337	4.736983306	5	2
kurye	NOUN	33	21	12	6	1	0	5	21	Work & Economy	occupations	19	8	0.006160830091	4.010983775	3.616215882	5	2
kurşun	NOUN	316	24	292	116	59	0	117	24	Science & Technology	chemical elements	136	22	0.04409857328	38.40820827	4.585796228	6	2
kurşun kalem	NOUN	63	0	63	0	0	0	63	0	Education & Language	educational materials	29	13	0.009403372244	7.657332662	3.890916939	11	4
kurşuni	ADJ	1	0	1	0	0	0	1	0	Space, Shapes & Properties	colors	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
kurşunlamak	VERB	2	1	1	1	0	0	0	1	Violence & Conflict	violence	2	2	0.0006485084306	0.2430899258	2.56185822	11	4
kurşunlanmak	VERB	1	0	1	1	0	0	0	0	Violence & Conflict	violence	1	1	0.0003242542153	0.1215449629	2.385766961	12	4
kurşunlu	ADJ	5	0	5	1	2	0	2	0	Science & Technology	chemical elements	4	1	0.001297016861	0.6077248144	2.862888216	8	3
kurşunsuz	ADJ	2	1	1	0	0	0	1	1	Other	other	2	1	0.0006485084306	0.2430899258	2.56185822	9	3
kuskus	NOUN	10	3	7	3	0	0	4	3	Food & Nutrition	dishes	6	3	0.001945525292	1.215449629	3.126129651	6	2
kusmak	VERB	89	41	48	29	2	0	17	41	Health & Medicine	diseases	70	32	0.02269779507	10.8175017	4.038979475	6	2
kusmuk	NOUN	5	3	2	0	0	0	2	3	Other	other	5	2	0.001621271077	0.6077248144	2.862888216	6	2
kusturmak	VERB	4	2	2	2	0	0	0	2	Health & Medicine	diseases	4	4	0.001297016861	0.4861798515	2.78370697	9	3
kusur	NOUN	895	686	209	173	27	0	9	686	Other	other	478	32	0.1549935149	108.7827418	5.037044975	5	2
kusurlu	ADJ	16	3	13	7	6	0	0	3	Personality, Values & Behavior	behavior	10	3	0.003242542153	1.944719406	3.315185887	7	3
kusursuz	ADJ	133	42	91	44	3	0	44	42	Other	other	103	9	0.03339818418	16.16548006	4.211841764	8	3
kusursuzluk	NOUN	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	11	4
kut	NOUN	83	40	43	16	25	0	2	40	Other	other	55	11	0.01783398184	10.08823192	4.009016251	3	1
Kut	PROPN	3	0	3	2	0	0	1	0	Other	other	2	2	0.0006485084306	0.3646348887	2.686796957	3	1
kutan	NOUN	1	0	1	0	0	0	1	0	Nature & Living Things	animals	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
kutlama	NOUN	46	21	25	5	13	1	7	20	History, Politics & Religion	special days	39	17	0.0126459144	5.591068293	3.756834823	7	3
kutlamak	VERB	1065	355	710	159	334	86	217	269	History, Politics & Religion	special days	453	123	0.1468871595	129.4453855	5.11249417	8	3
kutlanmak	VERB	14	3	11	3	1	2	7	1	History, Politics & Religion	special days	14	9	0.004539559014	1.70162948	3.260828224	9	3
kutlu	ADJ	261	75	186	121	33	0	32	75	History, Politics & Religion	religion	109	4	0.03534370947	31.72323531	4.503038257	5	2
kutsal	ADJ	261	80	181	103	59	0	19	80	History, Politics & Religion	religion	111	4	0.0359922179	31.72323531	4.503038257	6	2
kutsallaşmak	VERB	1	0	1	1	0	0	0	0	History, Politics & Religion	religion	1	1	0.0003242542153	0.1215449629	2.385766961	12	4
kutsamak	VERB	13	5	8	5	1	0	2	5	History, Politics & Religion	religion	11	7	0.003566796368	1.580084518	3.230865001	8	3
kutu	NOUN	6149	1752	4397	824	1778	41	1795	1711	Home & Domestic Life	carrying equipment	877	113	0.2843709468	747.3799768	5.873612081	4	2
kutucu	NOUN	6	0	6	1	5	0	0	0	Work & Economy	occupations	5	4	0.001621271077	0.7292697773	2.929835005	6	3
kutucuk	NOUN	1367	11	1356	35	1104	0	217	11	Other	other	171	30	0.05544747082	166.1519643	5.220823063	7	3
kutulamak	VERB	2	0	2	1	0	0	1	0	Work & Economy	production	2	2	0.0006485084306	0.2430899258	2.56185822	9	4
kutulanmak	VERB	1	0	1	0	0	0	1	0	Work & Economy	production	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
kutup	NOUN	1530	158	1372	52	189	30	1131	128	Earth, Geography & Natural Phenomena	geography	276	51	0.08949416342	185.9637932	5.269712156	5	2
Kutup Yıldızı	NOUN	75	0	75	0	0	0	75	0	Space, Shapes & Properties	space	28	6	0.009079118029	9.115872216	3.965550558	12	5
Kutup Yıldızı	PROPN	8	0	8	0	0	0	8	0	Space, Shapes & Properties	space	7	1	0.002269779507	0.9723597031	3.038979475	12	5
kutuplanmak	VERB	3	0	3	0	0	0	3	0	History, Politics & Religion	politics	2	3	0.0006485084306	0.3646348887	2.686796957	11	4
kutuplaşmak	VERB	1	0	1	1	0	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	11	4
kutupsal	ADJ	3	0	3	0	0	0	3	0	Earth, Geography & Natural Phenomena	geography	3	1	0.0009727626459	0.3646348887	2.686796957	8	3
kuvars	NOUN	27	3	24	0	0	2	24	1	Science & Technology	chemical elements	11	4	0.003566796368	3.281713998	3.531894997	6	2
Kuvayımilliye	PROPN	53	0	53	51	2	0	0	0	Other	other	16	7	0.005188067445	6.441883033	3.817130725	13	6
kuvvet	NOUN	2063	203	1860	442	507	3	911	200	Other	other	460	72	0.149156939	250.7472584	5.399446658	6	2
kuvvetlendirmek	VERB	26	4	22	14	2	0	6	4	Other	other	20	20	0.006485084306	3.160169035	3.51610073	15	5
kuvvetlenmek	VERB	46	3	43	32	9	0	2	3	Other	other	26	27	0.008430609598	5.591068293	3.756834823	12	4
kuvvetli	ADJ	368	83	285	165	53	0	67	83	Health & Medicine	body	216	17	0.07003891051	44.72854634	4.651763332	8	3
kuvvetlice	ADV	29	15	14	5	1	0	8	15	Other	other	22	1	0.007133592737	3.524803924	3.56185822	10	4
kuvvetsiz	ADJ	2	1	1	0	0	0	1	1	Health & Medicine	body	2	1	0.0006485084306	0.2430899258	2.56185822	9	3
kuymak	NOUN	32	1	31	21	6	0	4	1	Food & Nutrition	dishes	27	11	0.008754863813	3.889438812	3.603250905	6	2
kuyruk	NOUN	1604	465	1139	363	65	8	711	457	Nature & Living Things	animals	503	64	0.1630998703	194.9581205	5.290212002	6	2
kuyrukkakan	NOUN	2	0	2	0	0	0	2	0	Nature & Living Things	animals	1	1	0.0003242542153	0.2430899258	2.56185822	11	4
kuyruklu	ADJ	7	6	1	0	0	0	1	6	Nature & Living Things	animals	7	3	0.002269779507	0.8508147402	2.987826952	8	3
kuyruklu yıldız	NOUN	279	5	274	0	0	0	274	5	Space, Shapes & Properties	space	62	19	0.02010376135	33.91104464	4.531894997	14	5
kuyrukluyıldız	NOUN	21	0	21	0	0	0	21	0	Space, Shapes & Properties	space	13	9	0.004215304799	2.552444221	3.427159646	14	5
kuyruksallayan	NOUN	5	0	5	0	0	0	5	0	Nature & Living Things	animals	2	1	0.0006485084306	0.6077248144	2.862888216	14	5
kuyruksuz	ADJ	1	1	0	0	0	0	0	1	Nature & Living Things	animals	1	1	0.0003242542153	0.1215449629	2.385766961	9	3
kuytu	ADJ	4	3	1	1	0	3	0	0	Places & Settlements	places	2	2	0.0006485084306	0.4861798515	2.78370697	5	2
kuytu	NOUN	60	1	59	46	0	0	13	1	Nature & Living Things	environment	41	15	0.01329442283	7.292697773	3.8700668	5	2
kuyu	NOUN	551	86	465	385	27	1	53	85	Earth, Geography & Natural Phenomena	geographical features	144	45	0.046692607	66.97127455	4.826676043	4	2
kuyumcu	NOUN	70	29	41	15	16	1	10	28	Work & Economy	occupations	36	14	0.01167315175	8.508147402	3.935995314	7	3
kuyumculuk	NOUN	4	0	4	0	4	0	0	0	Work & Economy	occupations	3	2	0.0009727626459	0.4861798515	2.78370697	10	4
kuz	ADJ	7	2	5	2	3	0	0	2	Space, Shapes & Properties	directions	7	2	0.002269779507	0.8508147402	2.987826952	3	1
kuzen	NOUN	559	238	321	196	59	83	66	155	People & Relationships	kinship	230	49	0.07457846952	67.94363425	4.832924992	5	2
kuzey	NOUN	1937	293	1644	345	211	90	1088	203	Space, Shapes & Properties	directions	435	30	0.1410505837	235.4325931	5.372090738	5	2
Kuzey	PROPN	22	2	20	8	0	0	12	2	Other	other	17	6	0.00551232166	2.673989183	3.446464801	5	2
kuzeybatı	NOUN	95	8	87	11	7	0	69	8	Space, Shapes & Properties	directions	66	12	0.02140077821	11.54677147	4.067008198	9	4
kuzeydoğu	NOUN	92	3	89	6	9	0	74	3	Space, Shapes & Properties	directions	65	10	0.02107652399	11.18213659	4.053219914	9	4
kuzgun	NOUN	180	107	73	44	0	0	29	107	Nature & Living Things	animals	25	15	0.008106355383	21.87809332	4.34241554	6	2
Kuzgun	PROPN	3	1	2	2	0	0	0	1	Other	other	2	3	0.0006485084306	0.3646348887	2.686796957	6	2
kuzin	NOUN	3	1	2	0	2	0	0	1	People & Relationships	kinship	2	3	0.0006485084306	0.3646348887	2.686796957	5	2
kuzine	NOUN	17	0	17	17	0	0	0	0	Home & Domestic Life	kitchen utensils	5	5	0.001621271077	2.066264369	3.34000947	6	3
kuzu	NOUN	565	210	355	220	117	14	18	196	Nature & Living Things	animals	219	51	0.07101167315	68.67290403	4.837553397	4	2
kuzucuk	NOUN	208	177	31	19	11	0	1	177	Nature & Living Things	animals	54	16	0.01750972763	25.28135228	4.404883251	7	3
kuzugöbeği	NOUN	2	2	0	0	0	0	0	2	Nature & Living Things	plants	1	1	0.0003242542153	0.2430899258	2.56185822	10	5
kuzukulağı	NOUN	12	1	11	10	0	0	1	1	Nature & Living Things	plants	5	4	0.001621271077	1.458539555	3.198680318	10	5
kuzulamak	VERB	2	0	2	2	0	0	0	0	Nature & Living Things	animals	1	1	0.0003242542153	0.2430899258	2.56185822	9	4
kuçu kuçu	NOUN	32	28	4	4	0	0	0	28	Nature & Living Things	animals	17	1	0.00551232166	3.889438812	3.603250905	8	4
kuçucuk	NOUN	6	0	6	6	0	0	0	0	Nature & Living Things	animals	4	1	0.001297016861	0.7292697773	2.929835005	7	3
kuğu	NOUN	213	14	199	58	23	0	118	14	Nature & Living Things	animals	74	27	0.02399481193	25.88907709	4.415150739	4	2
kuş	NOUN	6773	1569	5204	1541	649	203	3014	1366	Nature & Living Things	animals	1041	93	0.3375486381	823.2240336	5.915582158	3	1
kuş bakışı	NOUN	13	3	10	2	2	0	6	3	Space, Shapes & Properties	directions	12	2	0.003891050584	1.580084518	3.230865001	9	4
kuş bilimi	NOUN	7	0	7	0	0	0	7	0	Science & Technology	scientific disciplines	6	2	0.001945525292	0.8508147402	2.987826952	9	4
kuş dili	NOUN	8	0	8	2	0	0	6	0	Education & Language	languages	3	2	0.0009727626459	0.9723597031	3.038979475	7	3
kuş tüyü	NOUN	1	1	0	0	0	0	0	1	Nature & Living Things	animals	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
kuş yemi	NOUN	1	0	1	0	0	0	1	0	Food & Nutrition	food and drinks	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
Kuşadas	PROPN	11	1	10	6	1	0	3	1	Other	other	7	7	0.002269779507	1.336994592	3.163918211	7	3
Kuşadası	PROPN	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	8	4
kuşak	NOUN	440	75	365	93	29	5	243	70	Personal Care & Consumer Life	clothing	175	47	0.05674448768	53.47978367	4.729175555	5	2
kuşaklı	ADJ	2	0	2	2	0	0	0	0	Personal Care & Consumer Life	clothing	2	1	0.0006485084306	0.2430899258	2.56185822	7	3
kuşam	NOUN	1	1	0	0	0	1	0	0	Personal Care & Consumer Life	clothing	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
kuşanmak	VERB	37	11	26	21	1	0	4	11	Personal Care & Consumer Life	clothing	28	16	0.009079118029	4.497163627	3.664520562	8	3
kuşatma	NOUN	83	4	79	76	1	0	2	4	Violence & Conflict	violence	27	13	0.008754863813	10.08823192	4.009016251	7	3
kuşatmak	VERB	102	12	90	78	6	0	6	12	Violence & Conflict	violence	67	46	0.02172503243	12.39758621	4.09757419	8	3
kuşatılmak	VERB	3	1	2	2	0	0	0	1	Violence & Conflict	violence	2	2	0.0006485084306	0.3646348887	2.686796957	10	4
kuşbaz	NOUN	5	0	5	0	0	0	5	0	Work & Economy	occupations	1	2	0.0003242542153	0.6077248144	2.862888216	6	2
kuşbaşı	ADJ	15	13	2	0	2	0	0	13	Food & Nutrition	dishes	14	1	0.004539559014	1.823174443	3.288856948	7	3
kuşbilimci	NOUN	7	0	7	0	0	0	7	0	Work & Economy	occupations	4	3	0.001297016861	0.8508147402	2.987826952	10	4
kuşburnu	NOUN	37	1	36	5	1	1	30	0	Nature & Living Things	plants	12	7	0.003891050584	4.497163627	3.664520562	8	3
kuşe	NOUN	1	0	1	0	0	0	1	0	Literature & Publishing	printing	1	1	0.0003242542153	0.1215449629	2.385766961	4	2
kuşet	NOUN	1	0	1	1	0	0	0	0	Transportation, Travel & Safety	vehicles	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
